cpu_load,queue_level,queue_dropped,process_jitter,process_deadline_miss,process_exec_time,process_stack_left,sensor_deadline_miss,comm_deadline_miss,health_label
75.95,7,25,131.74,6,511.16,261,14,12,2
94.54,9,9,109.14,13,584.67,207,14,7,2
96.39,10,11,217.86,11,396.88,272,14,5,2
27.69,2,0,20.67,0,113.69,1028,0,0,0
40.02,1,1,23.48,0,105.66,1969,0,0,0
43.38,1,0,5.9,0,76.4,1316,0,0,0
63.18,3,7,40.03,3,145.35,544,2,1,1
93.57,8,27,264.1,15,428.96,335,4,9,2
52.2,5,6,33.78,4,247.5,877,3,3,1
56.71,6,7,61.54,3,148.2,490,1,1,1
63.08,4,5,55.78,2,138.59,425,2,1,1
33.23,0,1,22.82,0,99.57,1860,0,0,0
88.68,8,16,101.32,5,252.12,200,12,4,2
44.8,2,0,19.8,0,71.17,1510,0,0,0
52.49,5,3,73.4,1,127.45,793,1,3,1
27.61,0,1,2.91,0,109.21,1752,0,0,0
80.75,10,12,133.46,17,599.66,83,11,8,2
22.62,2,1,25.97,0,105.87,1477,0,0,0
77.92,9,29,375.52,7,358.5,117,13,9,2
88.52,7,13,105.82,19,437.77,185,11,9,2
83.94,9,13,172.45,10,378.35,135,4,11,2
67.2,5,6,43.99,2,246.37,546,1,3,1
83.58,10,21,375.77,12,556.26,175,12,5,2
47.88,4,5,80.47,2,197.72,429,1,3,1
83.81,8,19,315.4,11,549.07,134,7,4,2
93.01,8,13,283.57,11,448.43,364,4,6,2
37.45,2,1,1.2,0,64.12,1030,0,0,0
82.85,9,21,360.67,18,318.84,79,6,9,2
25.72,2,1,5.07,0,115.57,1775,0,0,0
39.67,2,0,26.36,0,76.11,1876,0,0,0
26.13,2,1,25.54,0,111.22,1757,0,0,0
52.12,6,6,74.26,2,247.53,864,3,1,1
89.92,9,27,188.51,13,445.9,277,9,7,2
24.28,0,1,17.17,0,82.62,1679,0,0,0
44.39,2,1,5.77,0,65.46,1902,0,0,0
87.13,7,11,317.08,15,563.7,110,6,4,2
56.81,5,5,51.85,4,215.31,884,1,2,1
22.73,0,1,21.4,0,104.16,1675,0,0,0
60.44,5,5,99.07,3,246.69,444,2,1,1
90.48,8,9,240.99,17,486.57,50,4,7,2
44.57,2,0,12.1,0,114.63,1372,0,0,0
22.48,2,1,27.08,0,118.57,1868,0,0,0
84.77,8,8,250.91,6,498.25,348,5,12,2
29.81,2,0,17.37,0,50.32,1960,0,0,0
53.15,4,3,57.53,2,181.65,771,1,2,1
98.7,9,18,206.66,12,593.0,138,6,6,2
49.36,3,6,64.74,3,124.24,859,3,1,1
33.55,0,1,28.59,0,92.7,1705,0,0,0
33.8,0,1,20.58,0,95.69,901,0,0,0
32.21,0,1,28.67,0,70.05,1660,0,0,0
48.94,3,2,65.21,2,223.42,735,1,2,1
40.94,2,1,1.79,0,108.43,1034,0,0,0
79.21,10,9,147.56,18,557.81,190,9,4,2
24.4,1,0,25.81,0,72.43,1054,0,0,0
82.71,9,13,297.65,6,325.02,245,10,11,2
20.03,2,0,14.69,0,73.32,1483,0,0,0
54.33,6,7,65.36,4,133.75,517,1,2,1
20.54,1,0,26.88,0,59.82,1848,0,0,0
32.17,0,1,28.13,0,90.02,1463,0,0,0
45.18,5,5,48.48,4,125.26,493,3,2,1
63.44,3,2,66.1,3,239.82,640,2,2,1
58.31,6,5,62.38,3,135.53,609,1,1,1
66.49,5,4,89.62,4,200.43,520,2,3,1
36.2,2,1,9.49,0,105.12,1648,0,0,0
26.33,2,1,2.85,0,93.13,1577,0,0,0
69.64,4,7,93.43,3,154.99,799,1,1,1
24.73,1,0,28.93,0,56.6,1673,0,0,0
42.46,2,1,8.12,0,75.49,1510,0,0,0
34.21,0,0,16.12,0,93.82,1947,0,0,0
57.17,3,7,82.94,4,182.3,648,1,1,1
60.57,4,5,79.77,3,237.59,651,3,1,1
25.2,2,1,24.3,0,56.23,1061,0,0,0
55.08,5,2,48.39,2,147.16,893,1,1,1
58.16,5,3,87.28,2,154.25,692,1,3,1
42.33,2,1,5.84,0,82.67,1793,0,0,0
33.27,2,1,26.03,0,92.22,1232,0,0,0
70.58,7,11,299.83,16,577.49,266,6,12,2
57.57,3,2,54.64,3,173.74,682,2,3,1
28.7,2,0,6.78,0,80.65,1003,0,0,0
26.37,0,0,28.31,0,78.14,1055,0,0,0
32.61,0,1,18.9,0,109.58,1755,0,0,0
55.59,3,7,65.17,4,153.65,885,3,2,1
61.52,6,4,82.35,1,173.88,628,3,2,1
96.57,7,20,390.08,19,361.61,352,11,12,2
68.27,3,2,73.5,4,122.63,628,2,1,1
70.84,10,16,294.76,11,304.68,246,14,8,2
34.48,0,1,25.7,0,103.1,1102,0,0,0
29.58,0,1,16.59,0,115.53,1314,0,0,0
40.12,2,0,8.65,0,97.77,1631,0,0,0
30.63,1,1,15.17,0,101.56,1462,0,0,0
41.51,1,0,0.23,0,73.53,1421,0,0,0
52.76,6,7,60.74,3,191.8,623,2,2,1
41.79,2,1,12.87,0,80.18,1318,0,0,0
53.11,5,6,97.04,3,139.97,837,1,3,1
37.64,2,0,19.23,0,50.75,1674,0,0,0
43.19,0,1,20.07,0,53.68,1653,0,0,0
31.41,2,0,10.85,0,77.41,1030,0,0,0
43.13,0,1,10.41,0,91.36,1567,0,0,0
29.35,1,1,19.56,0,110.72,1388,0,0,0
66.22,3,2,72.46,1,177.57,622,2,1,1
59.08,3,4,75.86,1,247.3,505,3,1,1
70.55,9,18,285.42,16,295.73,205,9,8,2
25.62,1,1,11.98,0,52.46,997,0,0,0
30.47,1,1,20.14,0,73.35,1788,0,0,0
61.95,4,2,90.69,3,120.57,582,1,2,1
34.57,1,1,23.61,0,113.92,1353,0,0,0
74.72,9,16,354.6,17,537.48,108,14,4,2
58.76,6,2,89.49,1,199.92,706,2,2,1
95.72,8,16,398.95,14,431.57,94,12,9,2
45.71,4,5,49.78,4,176.5,698,1,3,1
55.04,5,6,94.06,4,170.76,800,1,2,1
28.23,0,0,17.04,0,82.33,1234,0,0,0
75.35,10,10,204.4,10,465.3,382,7,8,2
58.02,3,4,62.51,3,226.98,504,2,1,1
26.61,2,0,12.98,0,67.71,1393,0,0,0
74.69,7,21,179.14,19,575.42,102,10,4,2
96.26,10,14,294.37,6,423.48,54,5,11,2
82.73,10,24,360.28,7,597.29,313,10,12,2
42.05,0,1,15.66,0,99.89,1375,0,0,0
59.91,3,6,82.72,2,224.75,846,1,1,1
25.01,1,0,13.91,0,70.26,1112,0,0,0
72.46,8,26,379.89,11,433.68,121,11,14,2
60.26,3,3,50.94,3,214.7,419,2,1,1
66.24,4,7,45.68,3,152.56,543,3,1,1
54.21,6,5,50.78,4,167.95,430,2,1,1
20.96,2,1,16.88,0,51.86,1285,0,0,0
28.15,2,1,14.09,0,63.26,1325,0,0,0
62.84,5,7,53.91,3,187.49,481,3,2,1
36.34,1,0,7.24,0,72.57,1243,0,0,0
42.25,2,0,12.05,0,68.77,1260,0,0,0
49.37,4,3,62.47,3,215.44,871,1,1,1
24.59,0,0,13.76,0,104.89,2025,0,0,0
26.95,2,0,5.57,0,86.54,1131,0,0,0
60.22,6,3,45.54,1,205.71,456,1,3,1
61.37,3,7,31.11,3,217.63,678,2,3,1
72.45,8,9,122.48,16,533.35,252,8,8,2
39.69,1,0,29.4,0,111.85,1795,0,0,0
39.87,0,1,8.53,0,71.27,1738,0,0,0
61.4,6,3,34.55,1,195.62,427,3,1,1
95.37,9,14,147.26,11,262.22,150,13,7,2
25.47,2,0,28.09,0,118.4,1492,0,0,0
31.26,1,0,27.8,0,95.07,1361,0,0,0
40.53,2,0,9.65,0,102.42,1720,0,0,0
50.06,5,5,63.7,4,126.38,685,2,2,1
59.88,3,7,48.03,2,136.11,494,2,2,1
36.4,2,0,22.04,0,89.65,1756,0,0,0
36.86,0,1,27.08,0,105.13,1439,0,0,0
67.84,3,7,88.04,2,200.62,715,2,2,1
85.51,10,8,100.67,15,356.73,223,11,5,2
46.53,4,5,38.33,2,162.74,522,2,3,1
30.7,1,1,25.69,0,94.17,1246,0,0,0
53.49,4,2,63.27,4,157.07,776,2,2,1
40.22,1,0,2.42,0,95.62,2018,0,0,0
51.99,4,2,73.01,2,204.67,586,3,1,1
45.63,3,3,62.46,4,200.3,415,2,3,1
55.31,4,6,46.15,1,185.03,852,1,3,1
71.89,10,28,250.5,17,572.69,221,13,9,2
20.11,0,1,29.82,0,52.71,1555,0,0,0
62.61,6,2,67.34,1,179.31,736,1,1,1
68.6,4,3,31.83,1,167.67,521,1,2,1
57.39,4,4,69.24,4,208.13,640,1,3,1
43.5,0,1,23.32,0,86.24,1223,0,0,0
74.25,9,17,185.2,18,429.21,82,4,5,2
39.1,1,1,14.76,0,91.97,1817,0,0,0
40.19,1,1,8.89,0,78.56,1513,0,0,0
40.58,2,1,24.58,0,56.49,1518,0,0,0
51.43,6,5,52.43,4,194.6,541,3,1,1
88.95,10,22,258.39,8,302.14,160,11,10,2
40.74,2,0,6.6,0,99.83,1267,0,0,0
45.12,6,6,96.42,2,181.31,778,1,2,1
35.51,2,1,22.84,0,113.23,1448,0,0,0
48.91,5,2,99.98,4,233.43,627,1,2,1
51.38,4,5,96.41,2,233.85,590,1,3,1
59.69,3,5,60.6,3,249.7,778,2,1,1
47.14,6,3,30.87,4,212.0,617,1,3,1
61.2,4,4,60.75,1,187.38,456,2,1,1
95.1,8,16,218.77,7,431.55,149,14,9,2
40.15,1,1,29.36,0,84.9,1095,0,0,0
47.74,5,4,65.42,4,134.12,616,3,1,1
73.09,10,29,279.66,16,456.16,189,7,4,2
33.41,0,1,28.91,0,109.89,1877,0,0,0
20.12,0,1,18.57,0,61.39,1929,0,0,0
84.19,9,9,303.37,14,547.45,324,12,14,2
67.37,4,3,52.63,1,213.35,693,2,2,1
93.4,9,26,163.48,18,391.66,55,14,13,2
75.68,9,25,202.08,9,315.36,93,9,9,2
41.98,2,0,25.11,0,57.45,1664,0,0,0
81.06,8,18,266.42,16,544.78,47,10,14,2
42.43,0,0,16.09,0,93.53,1910,0,0,0
91.9,7,8,266.13,18,356.21,247,4,13,2
83.03,8,10,270.27,6,487.64,106,7,4,2
30.42,1,1,11.03,0,75.65,1166,0,0,0
43.19,0,1,9.23,0,91.89,1414,0,0,0
49.01,3,5,85.36,4,160.24,810,3,2,1
56.46,3,2,69.34,1,217.7,463,1,2,1
38.31,0,1,16.59,0,95.79,1405,0,0,0
29.85,0,0,0.05,0,57.84,1376,0,0,0
28.25,1,0,3.1,0,91.14,1810,0,0,0
48.77,5,2,33.31,2,248.33,781,1,1,1
25.11,0,0,0.69,0,118.55,1753,0,0,0
31.13,1,1,29.06,0,71.75,972,0,0,0
93.08,10,17,163.36,11,549.77,108,12,9,2
67.46,6,5,94.34,4,134.93,549,3,2,1
50.71,5,7,69.98,1,192.85,611,2,2,1
43.12,1,1,1.11,0,76.09,1994,0,0,0
41.39,2,0,27.56,0,81.81,1191,0,0,0
21.1,1,0,20.49,0,102.13,1320,0,0,0
45.61,4,7,37.58,3,139.05,463,3,3,1
39.88,0,0,21.66,0,114.25,2002,0,0,0
27.2,1,0,6.07,0,98.64,1743,0,0,0
49.67,3,7,51.13,3,212.45,527,2,2,1
21.51,1,1,19.45,0,104.72,1843,0,0,0
80.0,8,20,251.98,10,406.38,93,6,9,2
25.94,2,0,10.44,0,109.73,1878,0,0,0
23.47,0,0,20.24,0,113.72,1751,0,0,0
35.57,0,1,23.81,0,64.84,1141,0,0,0
54.48,5,5,97.75,3,239.97,428,2,2,1
98.3,8,23,154.52,9,367.06,45,9,5,2
20.18,1,0,21.09,0,94.36,1719,0,0,0
80.64,10,16,281.16,8,531.5,119,5,8,2
22.68,0,1,15.59,0,85.57,1471,0,0,0
36.94,1,1,17.01,0,103.09,1733,0,0,0
36.54,2,0,2.83,0,102.28,1328,0,0,0
67.31,4,3,41.93,3,246.36,721,1,1,1
31.85,0,0,17.17,0,89.6,1576,0,0,0
68.8,5,2,83.41,3,237.77,885,1,3,1
31.35,1,0,7.1,0,102.22,1865,0,0,0
64.05,4,6,49.5,4,243.26,754,1,1,1
25.63,0,1,25.44,0,119.64,1666,0,0,0
58.9,5,3,53.08,3,208.65,865,3,3,1
22.41,1,1,13.67,0,64.17,1728,0,0,0
48.46,4,6,98.19,3,216.26,414,3,3,1
66.14,5,5,88.99,1,243.89,623,1,2,1
47.51,3,6,95.97,2,198.18,411,1,3,1
23.51,0,1,28.99,0,91.72,1381,0,0,0
68.32,4,3,67.0,3,159.42,816,3,2,1
84.83,9,25,138.23,5,448.99,84,4,6,2
88.51,9,19,355.31,7,536.9,195,12,12,2
23.43,2,1,13.46,0,77.5,1110,0,0,0
53.6,3,5,50.47,1,184.78,799,2,3,1
68.98,5,6,74.87,1,163.09,738,3,2,1
79.3,8,29,286.54,8,407.82,139,5,13,2
40.3,0,1,27.4,0,59.8,1203,0,0,0
30.16,1,1,5.01,0,51.59,1021,0,0,0
75.07,10,11,149.66,10,597.16,277,13,6,2
31.21,1,1,7.22,0,75.26,1108,0,0,0
23.94,0,1,28.08,0,80.65,1069,0,0,0
29.84,2,1,15.14,0,111.25,1265,0,0,0
24.3,2,1,14.1,0,83.33,1864,0,0,0
35.83,1,0,27.98,0,77.4,1963,0,0,0
30.25,1,0,25.85,0,94.96,1747,0,0,0
96.37,8,24,304.54,7,295.92,57,7,11,2
37.63,0,1,13.77,0,89.81,942,0,0,0
26.83,2,0,17.84,0,70.63,1294,0,0,0
38.6,2,1,14.28,0,81.47,970,0,0,0
97.89,9,13,312.89,6,577.7,312,6,13,2
35.81,0,0,27.66,0,72.34,1351,0,0,0
57.43,6,2,45.77,1,228.86,762,1,1,1
48.86,5,7,83.31,2,239.17,861,3,2,1
53.47,3,3,43.21,4,243.7,781,1,1,1
45.65,4,7,35.37,3,120.51,497,2,2,1
63.67,3,5,72.28,2,125.36,598,3,1,1
53.87,5,2,49.64,1,155.65,565,2,3,1
27.94,2,0,0.9,0,74.25,1340,0,0,0
52.85,4,2,48.69,4,198.31,829,2,2,1
69.41,3,3,51.1,1,170.94,415,2,1,1
57.35,5,3,63.41,4,149.17,579,3,1,1
21.51,1,1,6.21,0,71.15,1701,0,0,0
23.45,1,1,8.12,0,111.94,1156,0,0,0
89.79,10,22,295.79,6,585.69,258,13,9,2
83.08,7,12,257.13,14,551.0,140,7,8,2
41.52,2,0,18.43,0,56.66,1613,0,0,0
22.9,1,0,25.26,0,53.89,982,0,0,0
65.39,6,4,84.08,4,134.41,801,3,2,1
56.56,4,3,51.38,4,167.46,525,1,1,1
23.71,1,1,12.12,0,83.19,1048,0,0,0
27.02,1,0,5.19,0,71.97,976,0,0,0
63.68,4,2,86.49,4,198.85,868,1,3,1
20.72,0,0,4.29,0,104.37,1827,0,0,0
90.28,8,18,375.64,19,286.45,330,14,5,2
42.96,0,1,3.32,0,119.79,1796,0,0,0
35.67,0,1,26.84,0,69.08,1546,0,0,0
87.55,10,17,194.94,11,370.14,369,11,6,2
91.18,8,28,329.81,11,431.86,355,8,13,2
80.77,9,9,322.75,8,339.96,94,14,12,2
48.84,3,5,49.97,4,151.04,769,3,3,1
51.24,6,2,90.24,4,185.41,513,2,3,1
21.29,2,1,24.04,0,66.7,1230,0,0,0
25.0,0,1,23.61,0,96.54,908,0,0,0
73.97,7,23,247.32,17,345.98,46,14,14,2
23.83,2,1,17.98,0,111.22,1105,0,0,0
26.56,0,1,7.23,0,58.59,977,0,0,0
21.67,1,1,6.84,0,94.63,1580,0,0,0
26.06,0,1,20.5,0,65.98,1450,0,0,0
79.33,9,26,331.24,14,518.75,220,7,6,2
63.24,6,6,76.52,1,249.1,823,1,2,1
86.63,9,20,150.19,15,339.26,390,9,11,2
78.36,10,19,257.48,18,598.64,346,12,5,2
27.93,0,1,17.81,0,58.82,1791,0,0,0
49.03,3,6,34.2,1,208.92,694,2,2,1
81.32,7,19,110.05,5,416.05,177,8,6,2
47.49,5,5,34.64,3,127.89,520,3,2,1
24.14,0,1,21.24,0,101.7,1732,0,0,0
64.05,6,2,51.49,4,161.9,622,2,2,1
71.13,7,21,127.68,16,513.18,235,14,8,2
86.65,10,23,118.25,6,365.95,95,6,11,2
32.39,1,0,10.45,0,110.56,963,0,0,0
20.01,0,0,23.24,0,52.44,1400,0,0,0
56.31,3,7,52.67,1,247.15,639,1,2,1
25.39,1,1,3.93,0,63.9,1755,0,0,0
78.68,9,9,107.43,5,559.17,194,4,6,2
20.77,0,0,6.44,0,78.6,1401,0,0,0
31.09,2,0,16.64,0,54.47,1160,0,0,0
66.38,3,2,65.51,3,121.32,612,2,3,1
22.4,0,0,16.02,0,54.73,1485,0,0,0
52.86,3,6,83.53,3,236.42,822,1,2,1
63.09,6,7,74.03,4,218.09,706,2,3,1
80.99,7,26,232.72,12,297.35,311,11,14,2
40.68,0,1,23.23,0,94.16,1566,0,0,0
27.02,2,0,13.75,0,59.03,1398,0,0,0
58.63,3,5,78.77,4,135.9,829,1,3,1
64.17,5,6,51.59,1,132.26,864,3,3,1
65.61,5,7,44.09,3,122.32,864,1,3,1
43.64,2,0,23.12,0,87.83,1385,0,0,0
45.79,3,2,72.99,4,206.59,516,1,2,1
40.82,1,1,9.37,0,108.26,1703,0,0,0
22.8,1,1,5.29,0,79.64,1855,0,0,0
44.05,1,1,20.99,0,68.61,1777,0,0,0
36.94,2,1,7.06,0,69.33,1292,0,0,0
30.95,2,0,0.07,0,119.54,1633,0,0,0
64.75,4,2,47.77,2,248.1,515,1,3,1
88.57,7,20,137.21,5,359.66,181,13,13,2
85.22,10,25,393.25,19,369.81,199,13,8,2
61.31,6,2,50.68,3,131.54,856,2,2,1
27.71,1,0,16.51,0,99.35,1071,0,0,0
96.81,10,21,193.32,5,296.72,184,10,6,2
45.31,6,5,65.5,1,164.16,618,3,1,1
44.56,2,0,2.15,0,59.65,1994,0,0,0
37.14,1,1,12.0,0,111.26,926,0,0,0
42.77,0,0,1.08,0,50.38,1653,0,0,0
52.21,5,3,35.77,3,235.41,648,2,2,1
66.49,3,4,49.56,2,170.69,827,1,2,1
66.4,5,5,39.04,3,213.22,808,3,3,1
41.65,0,1,10.76,0,78.61,1404,0,0,0
41.85,2,0,18.32,0,88.75,1502,0,0,0
78.11,10,19,135.24,6,311.25,358,13,5,2
47.9,4,7,64.25,2,139.85,470,1,3,1
86.46,10,11,269.22,8,400.81,62,7,8,2
33.52,2,1,26.91,0,66.46,1226,0,0,0
22.11,2,1,4.12,0,117.12,1974,0,0,0
89.14,9,11,133.41,11,277.14,87,12,13,2
49.2,4,6,84.93,2,171.15,468,2,3,1
25.13,1,1,27.89,0,56.99,1919,0,0,0
29.63,2,1,7.99,0,59.78,1397,0,0,0
49.6,6,2,33.15,1,210.16,836,2,1,1
29.88,0,1,4.48,0,117.31,1204,0,0,0
20.03,0,0,26.84,0,95.24,1143,0,0,0
58.09,4,7,91.46,4,187.07,806,2,1,1
67.05,4,6,90.88,3,207.64,749,2,2,1
26.38,0,1,9.61,0,118.33,1496,0,0,0
40.63,1,0,13.76,0,80.96,913,0,0,0
82.7,8,18,274.26,5,567.69,42,4,4,2
44.89,2,0,9.33,0,98.14,1786,0,0,0
35.94,2,1,20.11,0,103.4,1645,0,0,0
85.61,9,8,316.88,10,344.76,236,5,7,2
34.07,0,1,7.72,0,107.88,1767,0,0,0
35.26,1,0,28.08,0,109.78,1276,0,0,0
39.35,1,0,25.76,0,98.82,1131,0,0,0
76.07,7,12,333.74,10,275.06,142,6,4,2
59.75,5,2,35.57,4,158.08,775,1,3,1
92.35,9,14,296.19,17,426.11,213,5,4,2
28.65,1,0,5.09,0,105.76,1436,0,0,0
67.17,6,6,64.5,2,155.25,786,1,2,1
21.45,2,0,16.19,0,73.69,1969,0,0,0
22.69,0,0,18.59,0,58.54,1128,0,0,0
65.5,4,3,82.17,1,219.55,436,2,3,1
23.84,0,1,3.59,0,75.54,1476,0,0,0
43.69,2,0,22.16,0,78.22,1926,0,0,0
78.38,9,23,102.2,19,465.43,167,12,5,2
52.95,3,4,70.96,4,160.91,698,3,1,1
22.63,2,1,17.83,0,60.23,976,0,0,0
96.32,9,10,313.6,5,570.36,302,9,9,2
36.99,0,0,2.97,0,64.49,1020,0,0,0
35.31,0,0,4.73,0,64.41,1224,0,0,0
68.43,6,3,64.41,4,127.5,486,3,1,1
36.93,1,0,12.04,0,112.69,1600,0,0,0
78.07,10,9,321.36,5,399.0,101,12,9,2
56.73,3,5,38.97,2,185.74,865,2,3,1
82.9,7,20,259.91,9,415.13,287,6,11,2
85.64,7,21,121.97,15,285.33,104,12,12,2
35.98,0,0,6.33,0,114.22,1798,0,0,0
35.04,1,0,7.81,0,79.31,1196,0,0,0
46.92,6,5,99.06,3,212.4,735,2,3,1
33.37,0,0,28.76,0,52.83,2040,0,0,0
51.14,3,2,45.65,3,173.81,627,1,1,1
23.89,2,1,27.47,0,89.72,1712,0,0,0
30.07,0,1,20.44,0,63.43,1749,0,0,0
36.94,2,0,15.19,0,98.6,1779,0,0,0
34.2,1,1,25.1,0,57.61,1533,0,0,0
27.65,2,0,22.8,0,58.98,1610,0,0,0
66.73,3,2,68.93,3,231.84,508,3,2,1
49.05,3,2,68.48,2,191.29,564,1,1,1
38.76,1,1,11.04,0,65.34,1433,0,0,0
35.22,0,1,12.27,0,92.12,1566,0,0,0
79.16,7,11,156.26,11,544.93,212,10,12,2
74.16,9,25,311.46,8,381.03,230,9,11,2
34.71,0,1,1.08,0,79.29,1263,0,0,0
94.49,9,25,137.87,15,395.86,84,12,13,2
27.12,0,1,3.46,0,51.48,1076,0,0,0
57.0,6,7,38.01,1,232.28,825,2,2,1
24.38,0,0,11.96,0,119.33,1844,0,0,0
56.57,3,6,77.87,2,204.48,721,2,1,1
21.06,0,1,21.29,0,62.12,1326,0,0,0
48.27,3,2,96.18,4,185.53,532,1,1,1
49.26,5,2,80.95,4,214.09,544,1,1,1
55.24,5,3,81.21,1,122.11,624,2,3,1
81.14,10,27,261.1,14,524.05,275,14,13,2
72.02,10,18,124.23,11,443.33,300,10,13,2
23.76,2,1,4.15,0,114.32,954,0,0,0
37.33,0,0,15.22,0,119.42,1098,0,0,0
24.71,1,0,2.9,0,116.31,1128,0,0,0
32.03,0,0,22.44,0,107.06,1797,0,0,0
98.61,8,22,309.98,16,550.01,155,13,6,2
34.37,0,0,21.03,0,91.66,2045,0,0,0
34.66,2,0,2.52,0,67.06,1864,0,0,0
77.16,8,26,189.2,19,358.24,115,9,6,2
43.12,1,0,16.66,0,94.38,1865,0,0,0
24.24,0,0,1.74,0,116.45,1124,0,0,0
85.14,10,15,167.52,8,544.71,209,9,14,2
41.64,2,1,24.03,0,53.43,1942,0,0,0
53.88,5,4,59.13,2,236.79,495,3,1,1
34.22,0,0,16.63,0,93.53,1232,0,0,0
